date,cy_date,year,month_name,date_yy_mmm
08-10-2021,01-10-2021,2021,October,"21-Oct"
09-10-2021,01-10-2021,2021,October,"21-Oct"
10-10-2021,01-10-2021,2021,October,"21-Oct"
11-10-2021,01-10-2021,2021,October,"21-Oct"
12-10-2021,01-10-2021,2021,October,"21-Oct"
13-10-2021,01-10-2021,2021,October,"21-Oct"
14-10-2021,01-10-2021,2021,October,"21-Oct"
15-10-2021,01-10-2021,2021,October,"21-Oct"
16-10-2021,01-10-2021,2021,October,"21-Oct"
17-10-2021,01-10-2021,2021,October,"21-Oct"
18-10-2021,01-10-2021,2021,October,"21-Oct"
19-10-2021,01-10-2021,2021,October,"21-Oct"
20-10-2021,01-10-2021,2021,October,"21-Oct"
21-10-2021,01-10-2021,2021,October,"21-Oct"
22-10-2021,01-10-2021,2021,October,"21-Oct"
23-10-2021,01-10-2021,2021,October,"21-Oct"
24-10-2021,01-10-2021,2021,October,"21-Oct"
25-10-2021,01-10-2021,2021,October,"21-Oct"
26-10-2021,01-10-2021,2021,October,"21-Oct"
27-10-2021,01-10-2021,2021,October,"21-Oct"
28-10-2021,01-10-2021,2021,October,"21-Oct"
29-10-2021,01-10-2021,2021,October,"21-Oct"
30-10-2021,01-10-2021,2021,October,"21-Oct"
31-10-2021,01-10-2021,2021,October,"21-Oct"
01-11-2021,01-11-2021,2021,November,"21-Nov"
02-11-2021,01-11-2021,2021,November,"21-Nov"
03-11-2021,01-11-2021,2021,November,"21-Nov"
04-11-2021,01-11-2021,2021,November,"21-Nov"
05-11-2021,01-11-2021,2021,November,"21-Nov"
06-11-2021,01-11-2021,2021,November,"21-Nov"
07-11-2021,01-11-2021,2021,November,"21-Nov"
08-11-2021,01-11-2021,2021,November,"21-Nov"
09-11-2021,01-11-2021,2021,November,"21-Nov"
10-11-2021,01-11-2021,2021,November,"21-Nov"
11-11-2021,01-11-2021,2021,November,"21-Nov"
12-11-2021,01-11-2021,2021,November,"21-Nov"
13-11-2021,01-11-2021,2021,November,"21-Nov"
14-11-2021,01-11-2021,2021,November,"21-Nov"
15-11-2021,01-11-2021,2021,November,"21-Nov"
16-11-2021,01-11-2021,2021,November,"21-Nov"
17-11-2021,01-11-2021,2021,November,"21-Nov"
18-11-2021,01-11-2021,2021,November,"21-Nov"
19-11-2021,01-11-2021,2021,November,"21-Nov"
20-11-2021,01-11-2021,2021,November,"21-Nov"
21-11-2021,01-11-2021,2021,November,"21-Nov"
22-11-2021,01-11-2021,2021,November,"21-Nov"
23-11-2021,01-11-2021,2021,November,"21-Nov"
24-11-2021,01-11-2021,2021,November,"21-Nov"
25-11-2021,01-11-2021,2021,November,"21-Nov"
26-11-2021,01-11-2021,2021,November,"21-Nov"
27-11-2021,01-11-2021,2021,November,"21-Nov"
28-11-2021,01-11-2021,2021,November,"21-Nov"
29-11-2021,01-11-2021,2021,November,"21-Nov"
30-11-2021,01-11-2021,2021,November,"21-Nov"
01-12-2021,01-12-2021,2021,December,"21-Dec"
02-12-2021,01-12-2021,2021,December,"21-Dec"
03-12-2021,01-12-2021,2021,December,"21-Dec"
04-12-2021,01-12-2021,2021,December,"21-Dec"
05-12-2021,01-12-2021,2021,December,"21-Dec"
06-12-2021,01-12-2021,2021,December,"21-Dec"
07-12-2021,01-12-2021,2021,December,"21-Dec"
08-12-2021,01-12-2021,2021,December,"21-Dec"
09-12-2021,01-12-2021,2021,December,"21-Dec"
10-12-2021,01-12-2021,2021,December,"21-Dec"
11-12-2021,01-12-2021,2021,December,"21-Dec"
12-12-2021,01-12-2021,2021,December,"21-Dec"
13-12-2021,01-12-2021,2021,December,"21-Dec"
14-12-2021,01-12-2021,2021,December,"21-Dec"
15-12-2021,01-12-2021,2021,December,"21-Dec"
16-12-2021,01-12-2021,2021,December,"21-Dec"
17-12-2021,01-12-2021,2021,December,"21-Dec"
18-12-2021,01-12-2021,2021,December,"21-Dec"
19-12-2021,01-12-2021,2021,December,"21-Dec"
20-12-2021,01-12-2021,2021,December,"21-Dec"
21-12-2021,01-12-2021,2021,December,"21-Dec"
22-12-2021,01-12-2021,2021,December,"21-Dec"
23-12-2021,01-12-2021,2021,December,"21-Dec"
24-12-2021,01-12-2021,2021,December,"21-Dec"
25-12-2021,01-12-2021,2021,December,"21-Dec"
26-12-2021,01-12-2021,2021,December,"21-Dec"
27-12-2021,01-12-2021,2021,December,"21-Dec"
28-12-2021,01-12-2021,2021,December,"21-Dec"
29-12-2021,01-12-2021,2021,December,"21-Dec"
30-12-2021,01-12-2021,2021,December,"21-Dec"
31-12-2021,01-12-2021,2021,December,"21-Dec"
